,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months)
157,BORDER 50,32.577,-116.722,2005,10,1239.57,0.18,466.47,674.64,98.1,0,0
158,BORDER 6,32.579,-116.264,2012,5,45.45,1.17,28.53,15.75,0.0,0,0
915,MINE,32.581,-116.768,1986,9,417.69,0.09,345.06,72.27,0.27,0,0
155,BORDER,32.585,-116.514,2004,9,363.24,0.0,56.07,304.02,3.15,0,0
536,GLORIA,32.589,-116.443,1999,10,213.66,0.0,76.23,136.44,0.99,0,0
1019,OTAY 322,32.592,-116.871,1996,10,4118.85,0.0,679.05,1866.69,1573.02,0,0
482,FOREST GATE,32.592,-116.489,1995,7,493.92,0.0,51.48,352.8,89.64,0,0
414,DOGPATCH 2,32.602,-116.512,1989,7,481.05,0.45,261.63,215.46,3.51,0,0
1018,OTAY,32.604,-116.925,1994,10,902.88,3.42,222.57,669.69,7.2,0,0
1422,SUMMIT,32.605,-116.733,1998,7,423.09,0.0,293.49,122.49,7.11,0,0
1430,SYCAMORE,32.607,-116.727,1995,8,3946.59,2.97,211.14,2109.33,1623.15,0,0
111,BELL,32.608,-116.601,2001,12,1497.33,8.01,1387.98,101.25,0.09,0,2
1308,SHOCKEY,32.608,-116.406,1999,10,1416.33,2.52,464.94,939.24,9.63,0,0
676,INKOPAH,32.609,-116.057,2007,6,456.12,76.32,330.66,48.96,0.09,0,1
156,BORDER 3,32.611,-116.572,2016,6,3210.48,70.65,2773.89,363.06,2.88,0,0
85,BARRETT,32.617,-116.669,1991,6,510.57,3.69,350.01,156.6,0.27,0,2
1309,SHOCKEY,32.618,-116.335,2012,9,1079.46,253.89,213.66,528.39,83.52,0,2
916,MINE/OTAY,32.621,-116.849,2003,10,15058.26,20.07,3457.71,7334.28,4239.81,0,0
86,BARRETT,32.633,-116.668,2000,6,620.82,0.09,229.59,348.12,43.02,0,0
599,HARRIS,32.646,-116.771,2007,10,36526.86,128.43,21346.38,11640.87,3380.94,0,4
517,GATE,32.654,-116.829,2017,5,917.19,0.0,58.68,820.17,38.34,0,1
1142,PROCTOR,32.682,-116.886,1984,4,1222.2,0.0,300.96,691.38,229.86,0,1
643,HONEY,32.683,-116.806,1996,1,1285.11,0.0,48.15,961.56,274.23,0,3
1143,PROCTOR,32.692,-116.918,1999,9,626.4,0.0,368.19,254.16,3.69,0,0
998,OLD 2,32.693,-116.367,2012,6,428.58,132.3,57.15,204.21,34.92,0,0
910,MILLER,32.699,-116.927,1985,6,3160.35,91.71,2505.78,553.05,8.91,0,0
649,HORSE,32.717,-116.622,2006,7,6764.4,1.44,342.54,4391.64,2028.78,0,0
1604,VALLEY,32.7369641,-116.6890363,2020,9,6573.15,3.42,689.76,2678.49,3201.48,0,0
846,MANZANITA,32.749,-116.31,1992,7,442.71,0.81,117.18,278.28,46.44,0,0
1099,PINE,32.786,-116.534,2007,9,932.04,0.72,201.42,491.13,238.77,0,0
827,LOVELAND,32.789,-116.73,1992,7,784.71,4.14,252.0,507.51,21.06,0,0
1610,VIEJAS,32.797,-116.735,2001,1,4427.82,8.1,3077.1,1319.76,22.86,0,5
1538,UNNAMED,32.81,-116.355,1989,6,747.09,1.17,106.92,512.28,126.72,0,0
51,ASSIST 78,32.821,-117.034,1988,9,415.26,0.09,174.6,234.45,6.12,0,0
1481,TROY,32.826,-116.392,2002,6,517.77,2.07,44.01,309.15,162.54,0,0
755,LAGUNA II,32.849,-114.475,1989,5,780.21,82.62,264.51,278.37,145.62,0,0
923,MITTRY,32.852,-114.458,2003,3,54.81,10.62,11.97,28.35,3.87,0,3
1455,THING 2,32.857,-116.386,1989,7,1881.72,6.48,232.83,628.11,1003.32,0,0
52,ASSIST 79,32.89,-117.01,1987,6,828.9,0.18,626.85,200.43,1.44,0,0
1224,ROCOSO,32.892,-116.98,1994,1,902.97,0.0,878.76,23.76,0.0,0,5
933,MONTE,32.894,-116.817,2010,8,410.58,27.09,60.75,318.42,4.23,0,0
753,LAGUNA 100,32.896,-116.425,1999,8,2079.54,27.09,895.14,885.06,270.99,0,0
1429,SYCAMORE,32.91,-117.014,1995,7,865.53,0.0,272.34,516.96,76.23,0,0
439,EL MONTE,32.914,-116.782,1995,8,3433.32,34.47,339.39,2063.07,996.3,0,0
274,CHARIOT,32.928,-116.458,2013,7,2680.65,28.17,656.01,1497.87,496.98,0,0
1427,SYCAMORE,32.932,-116.947,1985,7,409.32,23.13,285.75,99.99,0.45,0,0
268,CEDAR,32.939,-116.766,2003,10,108600.03,1465.56,24484.32,50163.66,32405.22,0,0
211,BUTTERFIELD,32.941,-116.431,1995,6,2900.25,162.0,642.69,1911.24,180.54,0,0
166,BOWLES,32.945,-116.935,1984,9,1244.16,49.59,25.02,1169.55,0.0,0,1
254,CAPTAIN,32.948,-116.747,1986,7,738.36,0.09,638.46,99.18,0.63,0,0
1657,WILDCAT,32.968,-116.851,1998,8,1464.84,2.43,587.25,825.39,49.77,0,0
1132,POWAY,32.973,-116.95,1995,8,704.43,0.45,50.85,422.01,231.12,0,0
424,EAGLE,32.979,-116.748,1993,5,2340.72,576.72,1531.98,215.46,16.56,0,0
465,FERGUSONLK,32.999,-114.505,1987,5,475.2,31.32,61.65,381.69,0.09,0,1
115,BERNARDO,33.0,-117.157,2014,5,616.05,5.13,305.46,297.27,5.13,0,0
463,FERGUSON,33.007,-114.502,1989,5,453.87,75.69,188.55,176.67,12.6,0,1
522,GENERAL,33.041,-116.498,2013,5,578.88,2.61,253.98,320.67,1.35,0,0
999,OLD COACH,33.042,-117.014,1993,11,732.78,41.85,374.67,257.04,44.64,0,0
77,BANNER,33.053,-116.45,2012,5,2173.05,716.4,435.15,976.95,30.51,0,1
691,ISLAND LAKE,33.055,-114.655,2013,5,232.83,7.02,29.16,104.4,88.65,0,0
1030,PAINT,33.058,-117.144,1990,9,1255.86,59.67,503.55,539.46,143.55,0,9
564,GREAT,33.06,-116.502,2011,10,914.58,323.46,108.27,340.83,140.49,0,7
1671,WITCH,33.079,-116.766,2007,10,67648.14,1317.78,35112.51,26069.49,5025.96,0,0
392,DEL DIOS,33.084,-117.13,1997,9,488.7,15.93,70.02,222.93,178.29,0,0
598,HARMONY,33.095,-117.191,1996,10,3772.71,22.86,1649.34,1554.57,535.59,0,0
1256,SAN DIEGO COMPLEX,33.11,-117.15,2014,5,878.04,0.18,405.27,403.2,56.88,0,0
576,GUEJITO,33.12,-116.953,1993,10,6936.39,381.96,2755.8,2224.62,1550.52,0,0
462,FELIPE,33.12,-116.542,2013,5,1198.26,0.09,166.23,999.18,32.76,0,0
1397,STEWART,33.138,-116.495,2012,8,3844.8,1123.38,884.7,1639.71,147.24,0,0
145,BODEN,33.146,-116.896,1993,5,576.54,4.68,163.44,288.18,119.97,0,0
1100,PINES,33.146,-116.574,2002,7,26474.04,487.62,12597.48,9218.88,3943.35,0,0
551,GRADE,33.181,-117.042,1987,10,892.71,2.34,333.09,512.73,44.55,0,0
1284,SECOND,33.182,-116.832,1994,6,2164.41,0.72,608.67,1458.99,96.03,0,0
1668,WILSON,33.191,-116.462,2012,8,4875.39,1460.61,993.69,2225.25,8.55,0,0
941,MORRETTIS,33.197,-116.66,1990,6,1909.44,1.44,358.29,943.38,606.33,0,0
1043,PARADISE,33.204,-116.916,2003,10,22661.91,123.03,5458.59,9642.24,7404.93,0,0
856,MATAGUAY,33.216,-116.651,2004,7,3633.93,0.36,238.23,2009.97,1385.37,0,0
553,GRADE,33.222,-116.439,1993,6,663.3,13.5,249.12,376.47,1.62,0,0
1203,RINCON,33.258,-116.96,1996,10,921.6,0.63,9.81,905.31,5.76,0,7
750,LA JOLLA,33.273,-116.792,1999,9,2926.53,3.96,422.28,859.59,1640.7,0,1
981,NOVEMBER,33.274,-117.332,2008,10,1524.06,1.71,1401.21,101.88,18.27,0,0
1460,THREE SLASHES,33.275,-114.703,2011,8,803.97,2.61,33.57,167.58,598.05,0,0
1562,UNNAMED,33.277,-117.401,1989,7,800.37,23.67,652.05,99.18,24.48,0,0
786,LILAC 5,33.299,-117.203,2017,12,1683.45,27.45,653.67,805.23,168.12,0,0
1127,POOMACHA,33.3,-116.92,2007,10,19220.76,64.35,7459.83,7114.77,4576.32,0,0
717,JULIET,33.301,-117.288,2008,10,953.91,0.63,737.19,212.13,0.54,0,0
428,EAGLE,33.314,-116.478,2011,7,5967.81,1919.7,2700.45,1115.82,9.72,0,1
1144,PULGAS,33.319,-117.391,2014,5,6046.47,9.45,1890.09,3747.87,393.3,0,0
295,CIBOLA,33.323,-114.705,2006,7,640.35,30.69,19.17,454.32,132.84,0,1
1516,UNNAMED,33.324,-116.656,2003,6,1098.99,0.09,515.43,574.11,9.36,1,0
1555,UNNAMED,33.333,-117.394,1998,7,692.55,0.0,157.05,523.62,10.35,0,0
1596,UNNAMED,33.336,-117.397,2005,9,603.27,0.54,328.05,272.88,0.81,0,0
1626,WARNER,33.339,-116.725,1995,10,1082.43,3.06,127.17,396.72,555.48,0,0
25,ALISO,33.343,-117.362,2010,7,1319.85,0.0,233.1,902.43,182.61,0,0
1035,PALOMAR,33.345,-116.929,1987,10,4150.62,2.25,1515.87,1667.25,965.25,0,0
34,AMMO FIRE,33.346,-117.472,2007,10,7346.07,23.94,2201.49,4218.75,895.32,0,0
648,HORNO,33.346,-117.461,2015,8,628.38,0.0,449.37,170.55,8.01,0,0
1528,UNNAMED,33.357,-116.823,1988,6,563.94,0.0,247.95,243.18,72.81,0,0
1466,TOMAHAWK,33.358,-117.285,2014,5,2193.39,0.54,542.7,1518.21,127.8,0,0
688,ISLAND,33.359,-118.364,2007,5,2001.33,0.0,666.27,1131.12,194.49,0,0
396,DELUZ,33.362,-117.314,2013,10,953.19,14.04,217.98,565.92,152.37,0,3
1071,PENDLETON COMPLEX,33.364,-117.418,2018,7,1199.7,0.0,754.02,401.67,39.24,0,0
1295,SHEEP,33.374,-116.518,1996,4,544.41,117.27,128.88,233.37,64.71,0,0
670,INDIA,33.381,-117.318,2004,5,864.9,98.46,189.72,497.52,78.39,0,0
1194,RICE,33.384,-117.18,2007,10,4053.87,35.37,2218.05,1310.22,475.47,0,0
349,COYOTE,33.388,-116.582,2003,7,7776.09,24.57,1472.76,4113.27,2164.5,0,0
279,CHIHUAHUA 2,33.39,-116.721,2012,8,857.25,153.0,88.02,580.68,35.55,0,0
1684,YELLOW,33.392,-117.455,2008,7,13214.43,25.65,10456.74,2573.28,71.73,0,0
520,GAVILAN,33.395,-117.268,2002,2,2341.44,10.8,1918.89,392.58,14.94,0,0
1213,ROBLAR,33.4,-117.342,1985,7,2973.51,12.06,1807.29,1082.07,56.88,0,0
1214,ROBLAR,33.402,-117.362,2016,7,494.37,0.0,341.1,149.94,0.09,0,0
568,GRENADE,33.404,-117.514,2015,4,668.79,4.68,209.07,424.35,30.51,0,0
451,EMPIRE,33.41,-118.453,2006,7,387.99,0.0,205.2,181.62,0.99,0,0
1504,UNNAMED,33.41,-117.418,1989,3,725.67,35.91,455.4,234.09,0.27,0,0
1500,UNNAMED,33.413,-117.389,1985,10,430.56,0.18,284.76,118.71,26.91,0,3
18,AGUANGA,33.413,-116.873,1984,5,2250.81,0.54,719.28,1209.42,321.57,0,0
1215,ROBLAR 2,33.414,-117.382,2003,10,3263.22,2.97,684.45,1501.02,1073.61,0,0
1067,PECHANGA,33.419,-117.017,2000,7,4806.72,6.93,690.12,2272.41,1837.26,0,2
317,COMBAT,33.42,-117.545,2014,5,529.29,0.09,184.68,315.09,27.54,0,2
1600,VAIL,33.421,-116.947,1989,7,6325.2,6.3,897.39,2398.59,3022.92,0,0
1513,UNNAMED,33.423,-117.483,1986,5,6629.22,22.05,429.21,6141.87,3.78,0,1
1561,UNNAMED,33.425,-117.454,1998,7,773.46,5.04,672.93,94.5,0.0,0,0
256,CARL,33.431,-117.474,2015,4,1285.29,0.0,523.44,759.51,1.35,0,0
1160,RAINBOW,33.439,-117.119,1992,9,1096.38,4.14,117.0,467.55,507.33,0,8
858,MATEO,33.442,-117.481,2002,5,1246.68,15.03,5.58,1225.8,0.0,0,0
1539,UNNAMED,33.446,-117.488,1988,6,914.67,18.27,890.55,5.76,0.0,0,0
848,MARGARITA,33.447,-117.298,1997,9,453.6,2.88,144.18,220.05,85.68,0,0
65,BAILEY,33.448,-116.665,1994,6,2869.2,0.45,272.97,2114.55,481.23,0,0
1066,PECHANGA,33.461,-117.081,1996,6,595.89,3.42,2.61,254.97,334.89,0,0
422,DRIP,33.47,-116.966,1996,6,481.5,0.0,3.69,419.49,58.32,0,0
425,EAGLE,33.481,-117.004,2004,5,3771.72,228.42,1013.13,2246.58,283.59,0,0
1115,PLEASURE,33.5,-116.843,2004,4,1056.6,148.14,373.5,531.0,3.96,0,1
1017,ORTEGA,33.508,-117.605,1988,8,917.46,7.92,608.31,254.61,35.82,0,0
857,MATEO,33.508,-117.467,1989,10,5377.14,67.59,2304.81,1958.67,1044.99,0,1
1477,TRIBAL,33.517,-116.771,1993,10,854.19,59.67,533.34,261.0,0.18,0,0
1058,PAUBA,33.522,-116.943,1997,8,3036.6,2.61,2498.22,533.52,2.16,0,0
1388,STANLEY,33.541,-116.876,1995,7,1367.64,0.54,109.35,1206.9,50.85,0,0
1448,TENAJA,33.549,-117.258,2019,9,733.32,0.27,285.75,423.54,22.59,0,1
1015,ORTEGA,33.579,-117.501,1993,10,8464.05,36.99,4449.51,3769.83,205.02,0,0
192,BUCK,33.581,-116.856,2012,8,1044.81,0.0,136.71,898.29,9.81,0,0
406,DIEGO,33.588,-116.784,1996,7,479.79,0.0,57.6,162.27,259.92,0,0
754,LAGUNA FIRE,33.592,-117.794,1993,10,3528.9,8.19,1341.72,1542.24,542.7,0,0
42,ANTONIO,33.6,-117.606,2002,5,518.76,0.9,389.61,112.05,6.3,0,0
944,MOUNTAIN,33.601,-116.982,2003,10,4302.27,6.75,2457.63,1792.98,44.91,0,1
114,BENTON,33.604,-117.057,1988,9,553.05,0.0,516.96,36.09,0.0,0,0
870,MELTON,33.608,-116.882,2004,7,1602.27,182.79,537.66,869.04,12.78,0,0
39,ANTELOPE,33.609,-117.221,1987,10,1311.57,3.24,890.64,398.07,7.2,0,0
1532,UNNAMED,33.626,-116.734,1988,6,642.15,7.65,415.53,206.01,12.96,0,0
1016,ORTEGA,33.634,-117.445,1989,6,3440.88,3.96,587.52,1703.25,1146.15,0,0
227,CALIFORNIA,33.636,-117.027,1993,10,9672.48,1020.24,5848.2,2380.68,421.56,0,0
460,FALLS,33.637,-117.393,2013,8,638.19,0.09,93.42,433.44,111.24,0,0
1519,UNNAMED,33.637,-116.771,1989,6,1737.72,11.07,1053.72,582.12,90.81,0,0
1384,STAGE,33.638,-116.967,2003,7,811.53,0.0,173.25,628.92,9.36,0,0
1032,PALM,33.641,-116.522,1994,7,8513.82,282.33,2680.11,4660.47,805.14,0,0
1055,PATTERSON,33.643,-117.048,2018,5,526.86,0.27,294.39,231.66,0.54,0,1
1605,VALLEY COMPLEX,33.658,-116.907,2010,7,409.95,0.27,76.77,290.88,42.03,0,0
924,MIXING,33.68,-116.721,1999,8,1444.68,6.57,237.69,571.59,628.83,0,0
219,CACTUS,33.685,-116.912,1992,5,495.45,0.9,84.06,410.22,0.27,0,2
459,FAIRVIEW,33.692,-116.867,1994,6,677.34,0.09,248.49,426.51,2.25,0,0
642,HOLY,33.704,-117.468,2018,8,9246.69,0.54,1489.77,5352.39,2403.72,0,0
1531,UNNAMED,33.706,-116.804,1994,6,636.3,1.89,249.03,367.11,18.27,0,1
352,CRANSTON,33.715,-116.705,2018,7,5292.36,28.71,1164.51,3113.19,985.95,0,0
1326,SILVERADO,33.71881574,-117.7001636,2020,10,5020.83,73.53,910.17,3564.81,471.96,0,0
1267,SANTIAGO,33.72,-117.66,2007,10,11171.52,184.59,4381.29,5113.08,1492.47,0,2
964,NICHOLS,33.721,-117.353,1995,7,450.54,0.09,140.76,302.13,7.56,0,0
419,DOUBLE,33.729,-117.118,1996,8,551.97,6.66,175.23,364.95,3.96,0,0
945,MOUNTAIN,33.734,-116.635,2013,7,11412.9,96.75,1488.78,3887.01,5927.13,0,0
441,EL TORRO,33.738,-117.369,1988,12,430.11,0.0,410.4,19.71,0.0,0,0
150,BOND,33.73979634,-117.66266,2020,12,2685.06,6.39,238.41,1746.54,693.72,0,0
318,CONCORDIA,33.744,-117.402,1989,7,664.38,0.0,631.98,31.59,0.81,0,0
336,COTTONWOOD,33.746,-116.822,2009,8,1028.43,3.15,249.57,760.23,15.48,0,0
1327,SILVERADO,33.748,-117.524,1987,9,2585.97,20.7,1133.91,1072.8,358.02,0,0
811,LOMA RIDGE,33.75,-117.729,1984,6,559.26,5.58,268.83,267.03,17.82,0,1
110,BEE,33.758,-116.821,1996,6,4093.29,7.47,1292.31,1989.54,803.97,0,0
272,CERRITO,33.76,-117.381,2004,5,7233.48,1193.4,3325.95,2684.79,24.21,0,0
383,DAWSON,33.762,-117.425,1995,7,1884.06,0.09,536.31,1317.15,30.51,0,0
720,JUNIPER,33.769,-117.08,1998,8,2608.29,16.29,2036.61,555.21,0.18,0,0
67,BAKER,33.776,-117.683,1997,10,2556.72,580.41,1608.84,355.86,11.61,0,0
1386,STAGECOACH,33.781,-117.123,1988,9,1632.24,0.36,1286.82,344.16,0.54,0,0
109,BEDFORD,33.796,-117.539,1990,6,1717.38,11.07,919.26,585.9,180.99,0,0
239,CANYON,33.802,-116.88,2003,7,1790.46,5.22,814.59,907.47,63.18,0,0
1635,WEIRICK,33.814,-117.483,1998,8,1010.25,1.35,120.24,848.07,39.42,0,0
1357,SOBOBA,33.817,-116.918,2005,6,822.15,0.63,441.18,377.91,2.43,0,0
530,GILMAN,33.82,-116.947,1994,6,859.68,1.17,257.76,544.41,56.34,0,0
245,CANYON 2,33.823,-117.734,2017,10,3681.9,15.48,2958.3,695.07,10.89,0,1
1323,SIERRA,33.823,-117.69,2006,2,3801.15,3.06,293.22,2399.67,1104.39,0,4
3,241 FIRE,33.828,-117.747,2007,3,750.33,17.46,515.16,217.17,0.54,0,0
1128,POPPET,33.828,-116.876,1989,7,501.39,6.39,210.78,234.54,49.68,0,0
624,HIGHLAND,33.848,-116.959,2012,6,882.0,34.38,132.21,602.01,113.4,0,2
565,GREEN,33.852,-117.685,2002,2,819.63,0.81,487.71,299.16,31.86,0,3
1676,WOLFSKILL,33.856,-116.943,1996,8,5264.46,6.93,1233.63,3070.17,953.1,0,0
863,MCKINLEY,33.859,-117.502,2010,5,489.42,0.0,125.82,356.22,7.2,0,0
1096,PINE,33.859,-116.809,1999,8,769.32,0.45,93.96,228.06,446.22,0,0
241,CANYON,33.861,-117.66,2017,9,1110.33,0.27,607.41,468.27,33.84,0,8
454,ESPERANZA,33.861,-116.879,2006,10,16414.29,116.46,7839.09,7320.69,1121.94,0,0
845,MANZANITA,33.863,-116.948,2017,6,2556.45,14.94,472.23,1956.33,112.86,0,0
214,CABANZO,33.867,-116.633,1985,6,5699.88,267.93,3861.27,1297.62,238.86,0,0
131,BLAISDELL,33.868,-116.638,2005,8,2160.27,231.21,1506.96,415.26,1.17,0,1
1355,SNOW,33.87354472,-116.6795181,2020,9,2510.73,69.12,292.5,1890.54,243.18,0,1
1607,VERBENIA,33.878,-116.704,2004,7,1619.64,49.59,1120.41,426.69,16.83,0,0
1325,SILVER,33.879,-116.804,2013,8,8442.54,25.11,1852.56,5629.41,910.98,0,2
1145,PUSHWALLA,33.879,-116.088,2006,7,998.37,0.0,588.51,299.79,0.0,0,0
1545,UNNAMED,33.885,-117.681,2002,7,407.52,0.09,327.06,80.1,0.18,0,0
43,APACHE,33.888,-116.698,1995,9,1475.91,70.56,821.25,571.77,5.76,0,0
1508,UNNAMED,33.89,-117.147,1996,5,439.2,2.52,0.0,385.2,51.48,0,1
1606,VERBENIA,33.894,-116.71,1987,6,559.44,19.35,532.08,3.6,0.0,0,2
296,CIRCLE,33.895,-116.925,1996,6,419.31,8.1,0.0,207.63,203.58,0,0
437,EDNA,33.896,-116.995,1998,10,11151.36,68.58,1474.92,7184.7,2421.27,0,0
95,BEACH,33.899,-117.151,1997,5,680.67,0.0,1.89,658.26,20.52,0,2
1667,WILMOT,33.899,-117.146,1986,5,696.69,2.52,130.05,559.17,4.95,0,0
1265,SANDERSON,33.90043808,-117.0630626,2020,12,784.62,2.97,148.95,596.88,35.82,0,0
20,AIRPORT,33.90290227,-117.6276915,2020,12,429.66,10.26,282.15,107.37,29.88,0,0
1053,PASS,33.904,-116.837,1988,8,757.62,0.45,727.38,28.89,0.63,0,0
625,HIGHWAY,33.907,-117.624,2015,4,490.41,5.76,90.9,132.39,259.38,0,2
138,BLUE RIDGE,33.91184677,-117.7019889,2020,10,5521.59,0.0,203.85,4956.57,98.91,0,0
1301,SHELL,33.919,-117.784,1985,8,578.88,0.0,187.83,378.99,10.8,0,1
497,FREEWAY COMPLEX,33.919,-117.753,2008,11,11877.3,7.11,1679.31,6474.42,3421.44,0,0
1689,YORBA LINDA,33.921,-117.764,2005,7,502.92,0.54,198.99,271.98,31.41,0,0
532,GILMAN,33.929,-117.08,2011,8,429.93,0.0,80.01,348.57,1.35,0,1
531,GILMAN,33.929,-117.074,1994,7,874.35,0.0,223.38,647.37,3.6,0,0
697,JACK RABBIT,33.937,-117.071,1997,9,677.43,0.0,0.0,665.82,11.61,0,1
456,EXCELSIOR,33.945,-116.742,1995,6,827.91,115.38,156.69,532.08,23.76,0,0
1167,RANCH,33.952,-116.919,2006,9,839.07,0.0,84.78,665.1,89.01,0,6
665,HWY 62,33.955,-116.617,1995,7,484.02,1.17,129.33,350.82,0.0,0,0
1677,WOODHOUSE,33.956,-117.111,2005,10,2574.09,64.8,332.01,1989.99,187.29,0,0
1420,SUMMIT,33.959,-116.909,2013,5,1344.51,0.0,281.7,845.46,217.08,0,0
1630,WATKINS,33.961,-117.279,2001,6,609.21,1.62,91.62,504.63,10.89,0,0
744,KITCHING,33.961,-117.201,1996,6,552.24,0.0,0.36,467.64,84.24,0,1
1189,REPPLIER,33.964,-116.923,1993,11,2446.92,689.76,796.41,650.61,309.33,0,0
255,CARBON CANYON FIRE,33.967,-117.789,1990,6,2013.12,3.06,306.09,1392.75,308.97,0,0
1258,SAN TIMOTEO,33.975,-117.15,2005,9,424.08,0.0,64.53,345.78,13.77,0,0
168,BOX SPRINGS,33.976,-117.293,1993,10,1127.43,0.0,767.79,357.84,1.17,0,0
1010,ORCHARD,33.981,-117.021,2006,9,650.97,0.0,86.76,506.88,57.33,0,0
805,LOCUST,33.982,-117.164,2003,8,774.54,1.62,673.74,99.18,0.0,0,0
1439,TAYLOR,33.982,-117.022,1998,10,823.86,0.18,80.82,619.65,123.12,0,0
130,BLAINE,33.984,-117.29,2017,8,452.43,0.0,60.66,384.48,7.29,0,0
147,BOGART,33.986,-116.933,2016,8,598.32,0.09,356.13,239.49,2.61,0,0
314,COLORADO 2,33.986,-114.489,1986,4,567.63,2.79,28.62,304.2,228.42,0,1
1177,RECHE,33.989,-117.245,1995,7,474.84,2.88,274.86,168.75,28.35,0,0
335,COTTONWOOD,33.99,-116.681,2004,5,758.52,25.29,619.74,113.13,0.0,0,0
1034,PALMER,33.991,-117.121,2017,9,1677.6,1.71,691.56,981.45,2.88,0,0
1051,PASS,33.996,-117.257,2003,10,993.42,0.27,904.68,88.47,0.0,0,1
1007,OPERA,33.997,-117.301,2017,4,433.71,0.0,65.43,187.56,180.72,0,1
1264,SANDALWOOD,33.999,-117.084,2019,10,421.2,0.0,53.19,361.62,6.21,0,0
1608,VERBENIA,34.001,-116.674,1995,8,8742.69,710.55,2785.23,4728.51,470.16,0,1
1089,PILGRIM,34.006,-117.212,1995,7,895.41,13.59,705.51,167.49,8.82,0,0
143,BLUFF,34.007,-116.946,1995,10,1080.63,4.14,312.75,409.41,353.79,0,0
721,JUNIPER COMPLEX (FIRE #3),34.011,-116.228,1999,5,5587.2,0.18,4217.49,1045.53,0.0,0,1
1178,RECHE,34.019,-117.235,2001,7,752.13,21.6,16.56,415.98,297.99,0,1
825,LOST LAKE,34.02,-114.462,1995,6,864.09,14.67,114.75,390.96,339.66,0,0
824,LOST HORSE,34.023,-116.255,1984,5,1671.57,0.0,0.09,1500.39,55.35,0,0
605,HATHAWAY,34.024,-116.801,2013,6,1562.67,3.06,330.21,487.89,741.51,0,1
45,APPLE,34.02490173,-116.8574842,2020,7,13366.17,44.37,834.84,3065.94,9404.1,0,0
341,COUNTRY,34.027,-117.483,1998,8,543.87,1.08,149.76,388.89,0.27,0,2
1277,SCOTCH,34.027,-117.238,1997,8,610.38,20.7,190.89,396.9,1.89,0,0
1387,STALLION FIRE,34.028,-117.243,1998,7,421.11,20.25,122.31,277.2,1.35,0,1
1084,PHILADELPHIA,34.032,-117.465,1996,7,737.28,1.71,678.96,54.36,0.09,0,0
987,OAK GLEN 3,34.035,-116.986,2009,8,829.17,0.72,334.98,327.15,165.87,0,0
722,JUNIPER COMPLEX (JUNIPER),34.035,-116.329,1999,6,741.06,0.0,336.6,403.11,0.0,0,1
1275,SCORPION,34.03622128,-119.5422172,2020,5,523.62,3.78,102.33,415.98,0.72,0,2
1025,PACIFIC,34.044,-118.873,2003,1,432.9,0.81,97.56,158.85,174.42,0,2
1044,PARADISE,34.049,-116.559,2005,6,1400.67,1.62,496.62,883.98,7.92,0,0
236,CANYON,34.053,-118.678,2007,10,2237.13,21.6,1290.69,905.22,18.63,0,0
327,CORRAL,34.054,-118.748,2007,11,2220.57,10.53,904.68,844.65,460.71,0,0
220,CALABASAS,34.054,-118.717,1996,10,3219.66,159.3,1406.61,1227.42,425.97,0,1
345,COVINGTON,34.057,-116.3,1995,7,2207.97,0.0,1049.49,1038.69,0.0,0,0
1108,PIUMA FIRE,34.06,-118.682,1985,10,2136.78,3.6,672.75,1292.22,167.58,0,0
906,MILL CREEK,34.062,-117.073,1993,10,1812.51,168.57,792.0,557.1,293.67,0,0
1001,OLD TOPANGA FIRE,34.07,-118.649,1993,11,6790.77,11.88,1870.56,4414.5,493.02,0,2
386,DECKER,34.071,-118.917,1985,10,2075.13,0.54,987.39,986.76,96.21,0,0
1645,WHISPERING PINES,34.071,-116.34,2006,7,576.27,0.0,414.18,146.52,0.0,0,0
1026,PACIFIC,34.075,-118.994,1989,10,1285.56,1.71,980.55,297.45,3.69,0,8
450,EMERALD,34.092,-117.057,2006,8,851.49,1.8,136.44,612.27,100.89,0,0
1602,VALLEY,34.105,-116.946,2018,7,506.7,4.14,116.28,271.62,114.39,0,1
566,GREEN MEADOWS,34.114,-118.977,1993,10,15423.3,98.46,9022.68,5877.54,412.29,0,0
909,MILLARD,34.114,-116.62,2006,7,35041.59,778.95,12248.01,20350.89,1085.67,0,0
1461,THURMAN,34.116,-117.008,2005,10,435.15,1.17,63.27,153.54,217.17,0,1
1304,SHERWOOD FIRE,34.117,-118.857,1985,6,1577.97,0.18,526.41,788.94,262.44,0,1
1681,WOOLSEY,34.125,-118.824,2018,11,39618.27,62.91,9557.73,21301.02,8598.33,0,0
1377,SPRINGS,34.133,-119.004,2013,5,9486.9,10.71,2247.12,5775.66,1446.66,0,0
569,GRIFFITH PARK,34.134,-118.311,2007,5,463.41,1.17,120.33,226.17,115.74,0,0
756,LAKE,34.147,-116.762,2015,6,12309.75,96.03,3723.12,7251.21,1239.39,0,1
310,COLBY,34.16,-117.875,2014,1,817.47,2.97,116.91,432.81,264.6,0,3
455,ETIWANDA,34.169,-117.543,2014,4,759.69,5.31,14.49,737.64,2.25,0,1
613,HEMLOCK,34.17,-117.211,1997,7,1657.26,1.62,822.33,707.13,125.37,0,0
