,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
107,YELLOW,33.392,-117.455,2008,7,13214.43,25.65,10456.74,2573.28,71.73,0,0,30.285714285714285,20.857142857142858,3.4285714285714284,0.0,0.0,228.42857142857142,31.714285714285715,0.0,65.24285714285715,37.614285714285714,340.09999999999997,0.0,23.18285714285715
108,GAVILAN,33.395,-117.268,2002,2,2341.44,10.8,1918.89,392.58,14.94,0,0,32.0,15.384615384615385,0.0,0.0,0.0,198.05882352941177,10.0,0.0,23.646153846153847,36.7,150.2,0.0,22.22470588235294
109,ROBLAR,33.4,-117.342,1985,7,2973.51,12.06,1807.29,1082.07,56.88,0,0,29.0,20.0,2.0,0.0,0.0,104.0,3.0,0.0,27.900000000000002,34.4,184.29999999999998,0.0,18.849999999999998
110,ROBLAR,33.402,-117.362,2016,7,494.37,0.0,341.1,149.94,0.09,0,0,40.470588235294116,22.11764705882353,2.2941176470588234,0.0,0.0,181.06666666666666,12.266666666666667,0.0,33.34117647058824,36.36666666666666,259.6117647058823,0.0,21.250666666666667
111,GRENADE,33.404,-117.514,2015,4,668.79,4.68,209.07,424.35,30.51,0,0,37.36363636363637,15.909090909090908,0.9090909090909091,3.6219934355604733,0.0,175.36363636363637,4.636363636363637,69.93284063216659,26.8090909090909,36.45454545454547,155.3363636363636,374.4655954594603,21.128181818181815
112,EMPIRE,33.41,-118.453,2006,7,387.99,0.0,205.2,181.62,0.99,0,0,90.0,23.0,2.0,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,29.199999999999996,39.51175228921307,293.19999999999993,374.4655954594603,21.800804610486804
113,UNNAMED,33.41,-117.418,1989,3,725.67,35.91,455.4,234.09,0.27,0,0,28.666666666666668,14.444444444444445,0.0,0.0,0.0,172.44444444444446,11.222222222222221,0.0,19.15555555555555,37.03333333333333,98.61111111111111,0.0,21.69777777777778
114,UNNAMED,33.413,-117.389,1985,10,430.56,0.18,284.76,118.71,26.91,0,3,29.0,20.0,2.0,0.0,0.0,104.0,3.0,0.0,27.9,34.4,184.3,0.0,18.85
115,AGUANGA,33.413,-116.873,1984,5,2250.81,0.54,719.28,1209.42,321.57,0,0,47.0,42.0,4.0,1.3333333333333333,0.0,172.0,6.0,135.33333333333334,76.2,34.4,459.3999999999999,233.33333333333334,19.94
116,ROBLAR 2,33.414,-117.382,2003,10,3263.22,2.97,684.45,1501.02,1073.61,0,0,38.30769230769231,20.0,3.3846153846153846,0.0,0.0,130.78571428571428,6.714285714285714,0.0,53.49999999999999,31.157142857142848,293.4153846153846,0.0,19.98071428571429
117,PECHANGA,33.419,-117.017,2000,7,4806.72,6.93,690.12,2272.41,1837.26,0,2,45.0,36.0,8.0,3.0,0.0,268.0,105.0,51.0,61.5,41.1,601.9,133.0,26.19
118,COMBAT,33.42,-117.545,2014,5,529.29,0.09,184.68,315.09,27.54,0,2,30.666666666666668,18.666666666666668,2.0,0.0,0.0,281.0,46.0,0.0,53.333333333333336,39.4,267.36666666666673,0.0,25.4
119,VAIL,33.421,-116.947,1989,7,6325.2,6.3,897.39,2398.59,3022.92,0,0,24.0,22.0,4.0,0.0,5.0,165.0,11.0,0.0,54.6,35.6,294.3,0.0,19.06
120,UNNAMED,33.423,-117.483,1986,5,6629.22,22.05,429.21,6141.87,3.78,0,1,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
121,UNNAMED,33.425,-117.454,1998,7,773.46,5.04,672.93,94.5,0.0,0,0,78.0,43.0,8.0,0.0,0.0,206.0,14.222222222222221,0.0,55.6,38.28888888888889,648.6,0.0,21.976666666666663
122,CARL,33.431,-117.474,2015,4,1285.29,0.0,523.44,759.51,1.35,0,0,37.0,15.0,1.0,3.6219934355604733,0.0,182.66666666666666,10.583333333333334,69.93284063216659,27.199999999999996,36.80000000000001,150.09999999999997,374.4655954594603,21.47333333333333
123,RAINBOW,33.439,-117.119,1992,9,1096.38,4.14,117.0,467.55,507.33,0,8,51.0,31.0,4.0,0.0,0.0,277.0,34.0,0.0,43.89999999999999,38.89999999999999,399.9,0.0,24.85
124,MATEO,33.442,-117.481,2002,5,1246.68,15.03,5.58,1225.8,0.0,0,0,29.5,15.5,0.5,0.0,0.0,146.9,18.1,0.0,36.699999999999996,36.61999999999999,156.85,0.0,21.062
125,UNNAMED,33.446,-117.488,1988,6,914.67,18.27,890.55,5.76,0.0,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
126,MARGARITA,33.447,-117.298,1997,9,453.6,2.88,144.18,220.05,85.68,0,0,28.8,18.933333333333334,1.7333333333333334,0.0,0.0,273.4166666666667,25.25,0.0,44.900000000000006,38.75833333333333,255.6466666666667,0.0,24.03333333333333
127,BAILEY,33.448,-116.665,1994,6,2869.2,0.45,272.97,2114.55,481.23,0,0,50.0,32.0,7.0,0.0,4.0,145.0,18.0,0.0,83.79999999999998,36.7,649.6000000000001,0.0,17.91
128,PECHANGA,33.461,-117.081,1996,6,595.89,3.42,2.61,254.97,334.89,0,0,33.0,27.0,12.0,0.0,2.5384615384615383,172.30769230769232,25.307692307692307,8.0,123.40000000000003,35.17692307692307,849.8999999999997,13.0,19.806153846153848
129,DRIP,33.47,-116.966,1996,6,481.5,0.0,3.69,419.49,58.32,0,0,33.0,27.0,12.0,0.0,2.6666666666666665,169.38888888888889,26.11111111111111,8.0,123.4,35.083333333333336,849.9,13.0,19.695000000000004
130,EAGLE,33.481,-117.004,2004,5,3771.72,228.42,1013.13,2246.58,283.59,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,248.0,85.66666666666667,69.93284063216659,54.812286799367186,40.36666666666667,548.5262273578717,374.4655954594603,25.3
131,PLEASURE,33.5,-116.843,2004,4,1056.6,148.14,373.5,531.0,3.96,0,1,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,227.5,88.75,69.93284063216659,54.812286799367186,40.275,548.5262273578717,374.4655954594603,24.315
132,ORTEGA,33.508,-117.605,1988,8,917.46,7.92,608.31,254.61,35.82,0,0,32.0,17.0,2.0,0.0,0.0,232.0,2.0,0.0,31.0,33.300000000000004,237.59999999999997,0.0,21.960000000000004
133,MATEO,33.508,-117.467,1989,10,5377.14,67.59,2304.81,1958.67,1044.99,0,1,17.0,11.0,0.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,17.800000000000004,39.51175228921307,92.20000000000002,0.0,21.800804610486804
134,TRIBAL,33.517,-116.771,1993,10,854.19,59.67,533.34,261.0,0.18,0,0,40.857142857142854,35.285714285714285,12.571428571428571,0.0,3.0,141.0,3.0,0.0,104.95714285714287,33.3,1087.214285714286,0.0,17.54
135,PAUBA,33.522,-116.943,1997,8,3036.6,2.61,2498.22,533.52,2.16,0,0,39.714285714285715,22.571428571428573,4.285714285714286,1.1428571428571428,0.0,179.0,16.88235294117647,29.142857142857142,49.44285714285714,37.529411764705884,378.1857142857142,58.285714285714285,19.212352941176473
136,STANLEY,33.541,-116.876,1995,7,1367.64,0.54,109.35,1206.9,50.85,0,0,39.5,33.125,7.875,0.0,4.0,143.0,10.0,0.0,134.2125,36.7,861.7625,0.0,18.19
137,TENAJA,33.549,-117.258,2019,9,733.32,0.27,285.75,423.54,22.59,0,1,55.42857142857143,39.285714285714285,3.619047619047619,3.6219934355604733,0.0,208.0,47.6,69.93284063216659,82.75238095238096,37.92,503.0380952380952,374.4655954594603,22.608
138,ORTEGA,33.579,-117.501,1993,10,8464.05,36.99,4449.51,3769.83,205.02,0,0,37.0,33.0,8.0,0.0,0.0,222.0,30.0,0.0,59.2,40.6,589.8,0.0,22.83
139,BUCK,33.581,-116.856,2012,8,1044.81,0.0,136.71,898.29,9.81,0,0,43.55555555555556,33.44444444444444,6.222222222222222,11.0,0.0,199.08333333333334,36.25,254.0,47.41111111111112,35.483333333333334,524.5888888888888,952.0,21.297500000000003
140,DIEGO,33.588,-116.784,1996,7,479.79,0.0,57.6,162.27,259.92,0,0,36.64,27.16,6.68,1.9259259259259258,0.8666666666666667,181.73333333333332,23.666666666666668,91.96296296296296,61.567999999999984,34.78666666666666,508.61999999999983,257.5925925925926,20.832666666666668
141,LAGUNA FIRE,33.592,-117.794,1993,10,3528.9,8.19,1341.72,1542.24,542.7,0,0,42.0,31.0,8.333333333333334,0.0,0.0,151.66666666666666,4.0,0.0,45.56666666666666,32.6,523.3666666666667,0.0,20.766666666666662
142,ANTONIO,33.6,-117.606,2002,5,518.76,0.9,389.61,112.05,6.3,0,0,31.0,16.0,1.0,0.0,0.0,254.0,32.0,0.0,48.5,41.7,178.1,0.0,24.2
143,MOUNTAIN,33.601,-116.982,2003,10,4302.27,6.75,2457.63,1792.98,44.91,0,1,26.0,16.0,5.0,0.0,0.0,270.3125,137.1875,0.0,50.8,42.86875,314.5,0.0,27.92125
144,BENTON,33.604,-117.057,1988,9,553.05,0.0,516.96,36.09,0.0,0,0,28.36842105263158,18.05263157894737,2.0,0.0,0.0,270.0,120.0,0.0,37.58947368421053,42.2,218.83157894736843,0.0,27.02
145,MELTON,33.608,-116.882,2004,7,1602.27,182.79,537.66,869.04,12.78,0,0,26.0,19.03448275862069,3.0344827586206895,0.0,0.0,268.2352941176471,124.3529411764706,0.0,49.59310344827585,42.535294117647055,331.555172413793,0.0,27.28411764705882
146,ANTELOPE,33.609,-117.221,1987,10,1311.57,3.24,890.64,398.07,7.2,0,0,23.8,19.84,1.24,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,40.65200000000001,39.51175228921307,251.54799999999994,0.0,21.800804610486804
147,UNNAMED,33.626,-116.734,1988,6,642.15,7.65,415.53,206.01,12.96,0,0,33.86666666666667,25.033333333333335,3.7,4.233333333333333,1.8571428571428572,186.71428571428572,16.357142857142858,112.3,48.839999999999996,33.67142857142857,320.1633333333333,367.2,20.602857142857143
148,ORTEGA,33.634,-117.445,1989,6,3440.88,3.96,587.52,1703.25,1146.15,0,0,17.0,11.0,0.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,17.8,39.51175228921307,92.2,0.0,21.800804610486804
149,CALIFORNIA,33.636,-117.027,1993,10,9672.48,1020.24,5848.2,2380.68,421.56,0,0,42.0,33.0,7.0,0.0,0.0,229.0,65.0,0.0,71.5,41.1,613.3000000000003,0.0,23.84
150,FALLS,33.637,-117.393,2013,8,638.19,0.09,93.42,433.44,111.24,0,0,24.1,12.1,0.0,3.6219934355604733,0.0,292.65,134.0,69.93284063216659,10.389999999999997,44.86,86.98999999999998,374.4655954594603,28.085999999999995
151,UNNAMED,33.637,-116.771,1989,6,1737.72,11.07,1053.72,582.12,90.81,0,0,24.636363636363637,16.818181818181817,3.121212121212121,1.5757575757575757,1.0,179.0,6.0,50.03030303030303,53.718181818181826,34.4,248.6151515151515,128.03030303030303,20.0
152,STAGE,33.638,-116.967,2003,7,811.53,0.0,173.25,628.92,9.36,0,0,26.0,16.0,5.0,0.0,0.0,270.3125,137.1875,0.0,50.8,42.86875,314.5,0.0,27.92125
153,PALM,33.641,-116.522,1994,7,8513.82,282.33,2680.11,4660.47,805.14,0,0,16.764705882352942,9.764705882352942,0.0,0.0,0.0,286.0,168.0,0.0,13.547058823529413,49.4,60.794117647058826,0.0,31.610000000000003
154,PATTERSON,33.643,-117.048,2018,5,526.86,0.27,294.39,231.66,0.54,0,1,31.607142857142858,20.428571428571427,1.5357142857142858,3.6219934355604733,0.0,283.2083333333333,114.83333333333333,69.93284063216659,49.746428571428574,45.275,239.49999999999997,374.4655954594603,26.883333333333336
155,VALLEY COMPLEX,33.658,-116.907,2010,7,409.95,0.27,76.77,290.88,42.03,0,0,48.0,29.4375,6.0,0.0,0.0,240.5625,101.4375,0.0,64.5,45.58125,490.20000000000005,0.0,26.130625000000002
156,MIXING,33.68,-116.721,1999,8,1444.68,6.57,237.69,571.59,628.83,0,0,15.25,11.625,0.0,0.0,0.0,265.0,111.4,0.0,14.0625,41.32,84.1625,0.0,26.651999999999997
157,CACTUS,33.685,-116.912,1992,5,495.45,0.9,84.06,410.22,0.27,0,2,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,203.0,40.0,69.93284063216659,54.812286799367186,36.1,548.5262273578717,374.4655954594603,21.71
158,FAIRVIEW,33.692,-116.867,1994,6,677.34,0.09,248.49,426.51,2.25,0,0,40.285714285714285,24.0,1.4285714285714286,1.1428571428571428,0.0,165.66666666666666,19.166666666666668,21.714285714285715,32.87142857142858,35.15,288.6857142857143,108.85714285714286,19.631666666666664
159,HOLY,33.704,-117.468,2018,8,9246.69,0.54,1489.77,5352.39,2403.72,0,0,25.5,15.2,2.95,3.6219934355604733,0.0,256.0,88.0,69.93284063216659,45.225,43.9,187.995,374.4655954594603,25.01
160,UNNAMED,33.706,-116.804,1994,6,636.3,1.89,249.03,367.11,18.27,0,1,41.42857142857143,27.428571428571427,2.1142857142857143,2.9714285714285715,0.0,161.85714285714286,15.071428571428571,56.457142857142856,39.431428571428576,34.72142857142857,353.44,283.0285714285714,19.407857142857143
161,CRANSTON,33.715,-116.705,2018,7,5292.36,28.71,1164.51,3113.19,985.95,0,0,38.22222222222222,27.0,5.333333333333333,3.6219934355604733,0.0,192.5,47.77777777777778,69.93284063216659,68.26666666666665,40.45555555555555,421.54444444444454,374.4655954594603,22.245555555555555
162,SILVERADO,33.71881574,-117.7001636,2020,10,5020.83,73.53,910.17,3564.81,471.96,0,0,28.5,22.833333333333332,2.8333333333333335,3.6219934355604733,0.0,289.4,70.4,69.93284063216659,45.03333333333333,44.0,288.1166666666667,374.4655954594603,26.214
163,SANTIAGO,33.72,-117.66,2007,10,11171.52,184.59,4381.29,5113.08,1492.47,0,2,16.0,13.0,1.0,0.0,0.0,272.2,54.6,0.0,48.8,41.8,143.6,0.0,25.544
164,NICHOLS,33.721,-117.353,1995,7,450.54,0.09,140.76,302.13,7.56,0,0,36.25,29.75,5.1,0.0,0.0,266.0,106.0,0.0,79.41999999999999,44.4,426.68500000000006,0.0,27.3
165,DOUBLE,33.729,-117.118,1996,8,551.97,6.66,175.23,364.95,3.96,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,54.812286799367186,39.51175228921307,315.2,0.0,21.800804610486804
166,MOUNTAIN,33.734,-116.635,2013,7,11412.9,96.75,1488.78,3887.01,5927.13,0,0,29.333333333333332,16.933333333333334,1.3,0.0,0.8709677419354839,259.5806451612903,113.80645161290323,0.0,27.95,44.309677419354834,219.2032258064516,0.0,26.56032258064516
167,EL TORRO,33.738,-117.369,1988,12,430.11,0.0,410.4,19.71,0.0,0,0,28.0,16.333333333333332,1.3333333333333333,0.0,0.0,282.6666666666667,115.33333333333333,0.0,35.96666666666667,42.766666666666666,209.23333333333335,0.0,27.27
168,BOND,33.73979634,-117.66266,2020,12,2685.06,6.39,238.41,1746.54,693.72,0,0,28.5,22.833333333333332,2.8333333333333335,3.6219934355604733,0.0,289.4,70.4,69.93284063216659,45.03333333333333,44.0,288.1166666666666,374.4655954594603,26.214
169,CONCORDIA,33.744,-117.402,1989,7,664.38,0.0,631.98,31.59,0.81,0,0,17.0,11.0,0.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,17.8,39.51175228921307,92.2,0.0,21.800804610486804
170,COTTONWOOD,33.746,-116.822,2009,8,1028.43,3.15,249.57,760.23,15.48,0,0,29.94736842105263,18.289473684210527,3.263157894736842,5.055555555555555,0.0,235.6578947368421,85.76315789473684,110.13888888888889,48.46842105263157,40.39473684210526,275.3421052631579,479.19444444444446,24.940263157894737
171,SILVERADO,33.748,-117.524,1987,9,2585.97,20.7,1133.91,1072.8,358.02,0,0,40.833333333333336,27.0,1.0,0.0,0.0,271.0,70.0,0.0,28.700000000000003,42.20000000000001,269.73333333333335,0.0,25.889999999999997
172,LOMA RIDGE,33.75,-117.729,1984,6,559.26,5.58,268.83,267.03,17.82,0,1,33.0,18.526315789473685,1.9473684210526316,0.0,0.0,273.7894736842105,36.578947368421055,0.0,30.76842105263158,41.07368421052632,222.08421052631581,0.0,24.776315789473685
173,BEE,33.758,-116.821,1996,6,4093.29,7.47,1292.31,1989.54,803.97,0,0,40.0,31.0,11.0,1.4444444444444444,1.0,173.0,12.0,68.97222222222223,66.79999999999998,33.89999999999999,565.9761904761905,193.19444444444446,20.160000000000004
174,CERRITO,33.76,-117.381,2004,5,7233.48,1193.4,3325.95,2684.79,24.21,0,0,24.0,23.0,3.0,0.0,0.0,237.0,77.0,0.0,63.5,41.1,345.9,0.0,24.62
175,DAWSON,33.762,-117.425,1995,7,1884.06,0.09,536.31,1317.15,30.51,0,0,36.25,29.75,5.1,0.0,0.0,266.0,106.0,0.0,79.41999999999999,44.4,426.68500000000006,0.0,27.3
176,JUNIPER,33.769,-117.08,1998,8,2608.29,16.29,2036.61,555.21,0.18,0,0,53.0,38.0,7.0,0.0,0.0,255.07692307692307,97.84615384615384,0.0,54.9,46.01538461538462,600.0,0.0,26.30461538461538
177,BAKER,33.776,-117.683,1997,10,2556.72,580.41,1608.84,355.86,11.61,0,0,24.785714285714285,21.285714285714285,2.357142857142857,0.0,0.0,294.4,64.73333333333333,0.0,147.62142857142857,41.00666666666667,399.14285714285717,0.0,26.267333333333337
178,STAGECOACH,33.781,-117.123,1988,9,1632.24,0.36,1286.82,344.16,0.54,0,0,27.8,17.2,2.0,0.0,0.0,270.0,120.0,0.0,39.379999999999995,42.2,217.24,0.0,27.02
179,BEDFORD,33.796,-117.539,1990,6,1717.38,11.07,919.26,585.9,180.99,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,54.812286799367186,39.51175228921307,548.5262273578717,374.4655954594603,21.800804610486804
180,CANYON,33.802,-116.88,2003,7,1790.46,5.22,814.59,907.47,63.18,0,0,26.0,16.0,5.0,0.0,0.0,270.3125,137.1875,0.0,50.79999999999998,42.868749999999984,314.5,0.0,27.921250000000008
181,WEIRICK,33.814,-117.483,1998,8,1010.25,1.35,120.24,848.07,39.42,0,0,52.714285714285715,35.285714285714285,6.0,0.0,0.0,245.0,83.0,0.0,65.45714285714284,44.4,499.1571428571428,0.0,25.88
182,SOBOBA,33.817,-116.918,2005,6,822.15,0.63,441.18,377.91,2.43,0,0,34.0,27.0,8.0,0.0,0.0,271.2352941176471,111.3529411764706,0.0,46.2,43.27058823529411,471.3,0.0,27.29647058823529
183,GILMAN,33.82,-116.947,1994,6,859.68,1.17,257.76,544.41,56.34,0,0,40.970588235294116,23.529411764705884,1.4705882352941178,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,32.75882352941177,39.51175228921307,271.47058823529414,0.0,21.800804610486804
184,CANYON 2,33.823,-117.734,2017,10,3681.9,15.48,2958.3,695.07,10.89,0,1,33.375,20.625,3.25,3.6219934355604733,0.0,301.4,57.8,69.93284063216659,74.8,39.88,313.1375,374.4655954594603,26.227999999999998
185,SIERRA,33.823,-117.69,2006,2,3801.15,3.06,293.22,2399.67,1104.39,0,4,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,240.0,81.0,69.93284063216659,54.812286799367186,45.0,548.5262273578717,374.4655954594603,24.99
186,241 FIRE,33.828,-117.747,2007,3,750.33,17.46,515.16,217.17,0.54,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,249.0,41.0,69.93284063216659,54.812286799367186,42.2,548.5262273578717,374.4655954594603,24.12
187,POPPET,33.828,-116.876,1989,7,501.39,6.39,210.78,234.54,49.68,0,0,24.285714285714285,13.571428571428571,0.8571428571428571,0.0,0.0,272.0,110.0,0.0,30.95714285714286,42.800000000000004,152.59999999999997,0.0,26.650000000000002
188,HIGHLAND,33.848,-116.959,2012,6,882.0,34.38,132.21,602.01,113.4,0,2,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,284.875,129.5625,69.93284063216659,54.812286799367186,43.131249999999994,548.5262273578717,374.4655954594603,27.813125
189,GREEN,33.852,-117.685,2002,2,819.63,0.81,487.71,299.16,31.86,0,3,56.14283365876301,36.1994151940461,5.518378384741276,0.0,0.0,243.0,42.0,0.0,54.812286799367186,41.7,548.5262273578717,0.0,24.09
190,WOLFSKILL,33.856,-116.943,1996,8,5264.46,6.93,1233.63,3070.17,953.1,0,0,40.0,28.0,7.0,1.0625,0.0,261.0,118.0,40.375,39.6,43.3,401.20937499999997,60.5625,27.09
191,MCKINLEY,33.859,-117.502,2010,5,489.42,0.0,125.82,356.22,7.2,0,0,63.8,29.8,3.9,3.6219934355604733,0.0,275.0,59.0,69.93284063216659,65.77000000000001,46.1,426.14,374.4655954594603,25.79
192,PINE,33.859,-116.809,1999,8,769.32,0.45,93.96,228.06,446.22,0,0,29.294117647058822,17.470588235294116,0.47058823529411764,0.0,0.0,272.0,119.0,0.0,26.552941176470593,41.833333333333336,165.86470588235292,0.0,27.023333333333337
193,CANYON,33.861,-117.66,2017,9,1110.33,0.27,607.41,468.27,33.84,0,8,36.714285714285715,20.0,3.142857142857143,3.6219934355604733,0.0,299.0,114.0,69.93284063216659,79.44285714285715,44.98333333333334,299.3428571428571,374.4655954594603,27.761666666666667
194,ESPERANZA,33.861,-116.879,2006,10,16414.29,116.46,7839.09,7320.69,1121.94,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,236.0,110.0,69.93284063216659,54.812286799367186,45.0,548.5262273578717,374.4655954594603,25.74
195,MANZANITA,33.863,-116.948,2017,6,2556.45,14.94,472.23,1956.33,112.86,0,0,31.0,20.0,4.0,3.6219934355604733,0.0,287.375,121.875,69.93284063216659,31.0,44.23125,292.0,374.4655954594603,27.37
196,CABANZO,33.867,-116.633,1985,6,5699.88,267.93,3861.27,1297.62,238.86,0,0,25.689655172413794,20.137931034482758,3.586206896551724,3.7241379310344827,0.48,229.32,93.32,105.10344827586206,37.41724137931034,42.8,305.92068965517245,386.8965517241379,25.581999999999994
197,BLAISDELL,33.868,-116.638,2005,8,2160.27,231.21,1506.96,415.26,1.17,0,1,31.81578947368421,22.026315789473685,4.131578947368421,1.7333333333333334,0.0,315.0,168.0,36.4,52.21578947368421,48.89999999999999,418.4131578947368,95.33333333333333,30.710000000000004
198,SNOW,33.87354472,-116.6795181,2020,9,2510.73,69.12,292.5,1890.54,243.18,0,1,22.74074074074074,16.666666666666668,3.4074074074074074,5.0,0.0,198.5,50.714285714285715,297.0,34.05555555555556,40.714285714285715,255.65185185185183,620.0,22.157142857142855
199,VERBENIA,33.878,-116.704,2004,7,1619.64,49.59,1120.41,426.69,16.83,0,0,28.178571428571427,23.5,5.107142857142857,4.814814814814815,0.0,291.1666666666667,188.0,85.70370370370371,57.35000000000001,46.88333333333333,443.6107142857143,375.55555555555554,31.194166666666664
